# wavelength(um)    fp/fs
0.127681     7.92579000e-04
0.127723     5.81108000e-04
0.127766     2.88390000e-03
0.127809     4.96287000e-04
0.127851     3.05157000e-04
0.127894     1.98807000e-04
0.127936     3.57896000e-04
0.127979     4.52867000e-04
0.128022     6.11531000e-04
0.128064     9.96534000e-04
0.128107     6.19160000e-04
0.128150     4.10932000e-04
0.128192     6.27663000e-04
0.128235     1.60737000e-04
0.128278     5.97142000e-04
0.128321     1.99269000e-04
0.128363     5.46247000e-04
0.128406     5.80741000e-04
0.128449     5.92144000e-04
0.128492     6.27824000e-04
0.128535     6.16530000e-04
0.128578     5.97324000e-04
0.128620     6.15241000e-04
0.128663     2.43750000e-04
0.128706     3.31797000e-04
0.128749     2.15308000e-04
0.128792     6.24937000e-04
0.128835     6.15111000e-04
0.128878     5.83937000e-04
0.128921     3.88163000e-04
0.128964     2.47820000e-04
0.129007     2.05706000e-04
0.129050     4.68802000e-04
0.129093     3.81431000e-04
0.129136     5.84345000e-04
0.129179     1.61369000e-04
0.129222     6.15089000e-04
0.129265     3.07190000e-04
0.129308     2.03048000e-04
0.129351     4.73931000e-04
0.129394     5.21492000e-04
0.129437     2.19750000e-04
0.129481     2.45389000e-04
0.129524     1.62288000e-04
0.129567     2.02207000e-04
0.129610     4.74846000e-04
0.129653     1.75255000e-04
0.129697     2.11531000e-04
0.129740     1.71491000e-04
0.129783     4.85300000e-04
0.129826     1.67943000e-04
0.129870     1.90950000e-04
0.129913     3.56837000e-04
0.129956     2.64277000e-04
0.129999     2.43244000e-04
0.130043     3.61919000e-04
0.130086     3.96481000e-04
0.130130     1.75561000e-04
0.130173     1.92111000e-04
0.130216     4.73068000e-04
0.130260     6.21784000e-04
0.130303     5.32282000e-04
0.130347     5.96040000e-04
0.130390     1.91356000e-04
0.130433     2.79990000e-04
0.130477     3.54638000e-04
0.130520     2.21645000e-04
0.130564     5.98333000e-04
0.130607     5.97526000e-04
0.130651     1.81861000e-04
0.130695     3.81597000e-04
0.130738     5.64751000e-04
0.130782     1.56528000e-04
0.130825     3.34773000e-04
0.130869     1.81137000e-04
0.130913     2.67191000e-04
0.130956     5.17350000e-04
0.131000     4.98058000e-04
0.131043     2.72910000e-04
0.131087     2.84631000e-04
0.131131     3.92147000e-04
0.131175     2.82769000e-04
0.131218     1.76612000e-04
0.131262     3.16131000e-04
0.131306     4.11214000e-04
0.131350     4.30401000e-04
0.131393     4.69511000e-04
0.131437     1.81772000e-04
0.131481     4.31779000e-04
0.131525     4.30479000e-04
0.131569     3.39156000e-04
0.131612     2.14428000e-04
0.131656     2.25514000e-04
0.131700     1.73959000e-04
0.131744     1.65239000e-04
0.131788     4.94037000e-04
0.131832     2.07532000e-04
0.131876     1.67645000e-04
0.131920     7.33229000e-04
0.131964     1.50153000e-04
0.132008     1.75207000e-04
0.132052     4.30353000e-04
0.132096     1.68560000e-04
0.132140     3.95531000e-04
0.132184     4.23315000e-04
0.132228     1.59548000e-04
0.132272     4.33454000e-04
0.132316     2.07708000e-04
0.132360     4.11623000e-04
0.132404     1.64270000e-04
0.132449     2.71689000e-04
0.132493     4.78189000e-04
0.132537     2.15140000e-04
0.132581     2.38969000e-04
0.132625     2.19421000e-04
0.132669     2.19389000e-04
